,capacity_last_metric_bolt,capacity_elastic_search_bolt,pre_Message_dispatcher_bolt,check_message_bolt,message_dispatcher_bolt,metric_bolt,group_status_information_bolt,Real_time_merger_bolt
45813,0.8109999999999999,0.008,0.0069999999999999,0.345,0.4539999999999999,0.623,0.626,0.003
45814,0.8240000000000001,0.008,0.0069999999999999,0.348,0.4589999999999999,0.621,0.628,0.003
45815,0.8,0.008,0.0069999999999999,0.347,0.456,0.616,0.611,0.003
45816,0.8029999999999999,0.009,0.0069999999999999,0.341,0.4539999999999999,0.605,0.62,0.003
45817,0.7959999999999999,0.009,0.0069999999999999,0.335,0.4629999999999999,0.61,0.606,0.003
45818,0.797,0.008,0.0069999999999999,0.34,0.449,0.607,0.619,0.003
45819,0.8009999999999999,0.009,0.0069999999999999,0.351,0.4589999999999999,0.605,0.607,0.002
45820,0.7829999999999999,0.01,0.008,0.37,0.473,0.62,0.621,0.002
45821,0.7809999999999999,0.009,0.008,0.371,0.471,0.62,0.631,0.002
45822,0.7859999999999999,0.009,0.008,0.372,0.474,0.602,0.63,0.002
45823,0.8029999999999999,0.009,0.009,0.358,0.472,0.604,0.609,0.002
45824,0.789,0.01,0.009,0.359,0.471,0.615,0.613,0.002
45825,0.7979999999999999,0.01,0.009,0.349,0.488,0.62,0.614,0.002
45826,0.8140000000000001,0.01,0.009,0.34,0.486,0.624,0.623,0.002
45827,0.7979999999999999,0.01,0.008,0.335,0.477,0.639,0.645,0.002
45828,0.7979999999999999,0.01,0.008,0.336,0.479,0.633,0.62,0.002
45829,0.7929999999999999,0.008,0.008,0.347,0.462,0.631,0.619,0.002
45830,0.8009999999999999,0.008,0.0069999999999999,0.3429999999999999,0.4579999999999999,0.639,0.627,0.002
45831,0.8109999999999999,0.008,0.0069999999999999,0.335,0.456,0.634,0.624,0.002
45832,0.8009999999999999,0.009,0.008,0.347,0.457,0.631,0.629,0.002
45833,0.8059999999999999,0.009,0.0069999999999999,0.3389999999999999,0.452,0.622,0.633,0.002
45834,0.813,0.009,0.0069999999999999,0.3389999999999999,0.4479999999999999,0.621,0.617,0.002
45835,0.804,0.009,0.0069999999999999,0.327,0.44,0.612,0.631,0.002
45836,0.81,0.008,0.0069999999999999,0.335,0.447,0.618,0.626,0.002
45837,0.799,0.008,0.0069999999999999,0.3389999999999999,0.465,0.631,0.634,0.002
45838,0.7929999999999999,0.0069999999999999,0.0069999999999999,0.332,0.467,0.643,0.634,0.002
45839,0.81,0.008,0.008,0.321,0.461,0.6559999999999999,0.632,0.002
45840,0.81,0.008,0.008,0.326,0.4629999999999999,0.653,0.644,0.002
45841,0.7959999999999999,0.009,0.0069999999999999,0.317,0.465,0.635,0.657,0.002
45842,0.795,0.009,0.006,0.313,0.469,0.636,0.627,0.002
45843,0.789,0.009,0.006,0.325,0.472,0.63,0.634,0.002
45844,0.795,0.01,0.006,0.316,0.4529999999999999,0.614,0.621,0.002
45845,0.7759999999999999,0.011,0.006,0.327,0.462,0.605,0.631,0.002
45846,0.768,0.012,0.006,0.326,0.449,0.615,0.616,0.002
45847,0.757,0.012,0.0069999999999999,0.326,0.4429999999999999,0.61,0.613,0.002
45848,0.7859999999999999,0.013,0.0069999999999999,0.318,0.4539999999999999,0.607,0.613,0.002
45849,0.779,0.012,0.006,0.319,0.4539999999999999,0.608,0.607,0.002
45850,0.773,0.013,0.0069999999999999,0.317,0.4579999999999999,0.613,0.6409999999999999,0.002
45851,0.764,0.025,0.0069999999999999,0.326,0.461,0.607,0.626,0.002
45852,0.753,0.027,0.0069999999999999,0.327,0.4589999999999999,0.601,0.616,0.002
45853,0.7709999999999999,0.026,0.0069999999999999,0.349,0.4579999999999999,0.621,0.62,0.002
45854,0.772,0.024,0.0069999999999999,0.3329999999999999,0.4639999999999999,0.637,0.614,0.002
45855,0.782,0.023,0.0069999999999999,0.3289999999999999,0.449,0.624,0.611,0.002
45856,0.7829999999999999,0.026,0.0069999999999999,0.319,0.4579999999999999,0.626,0.608,0.002
45857,0.785,0.024,0.0069999999999999,0.341,0.465,0.645,0.594,0.002
45858,0.784,0.024,0.0069999999999999,0.3429999999999999,0.473,0.645,0.594,0.002
45859,0.775,0.023,0.0069999999999999,0.342,0.475,0.649,0.59,0.002
45860,0.76,0.023,0.0069999999999999,0.335,0.475,0.655,0.585,0.002
45861,0.7829999999999999,0.023,0.0069999999999999,0.3329999999999999,0.4639999999999999,0.647,0.5820000000000001,0.002
45862,0.764,0.009,0.0069999999999999,0.318,0.462,0.633,0.593,0.002
45863,0.77,0.009,0.0069999999999999,0.313,0.462,0.631,0.5920000000000001,0.002
45864,0.78,0.009,0.0069999999999999,0.325,0.4639999999999999,0.623,0.588,0.002
45865,0.792,0.009,0.0069999999999999,0.321,0.471,0.625,0.596,0.002
45866,0.779,0.01,0.0069999999999999,0.325,0.477,0.613,0.604,0.002
45867,0.7709999999999999,0.01,0.0069999999999999,0.316,0.477,0.618,0.596,0.003
45868,0.7829999999999999,0.011,0.0069999999999999,0.312,0.476,0.61,0.614,0.003
45869,0.762,0.011,0.0069999999999999,0.314,0.465,0.601,0.624,0.003
45870,0.7390000000000001,0.01,0.0069999999999999,0.31,0.457,0.621,0.626,0.003
45871,0.741,0.01,0.0069999999999999,0.313,0.442,0.605,0.616,0.003
45872,0.745,0.011,0.0069999999999999,0.315,0.427,0.579,0.603,0.003
45873,0.7559999999999999,0.009,0.0069999999999999,0.317,0.43,0.574,0.611,0.003
45874,0.74,0.008,0.006,0.301,0.437,0.574,0.615,0.003
45875,0.731,0.008,0.006,0.317,0.447,0.563,0.607,0.003
45876,0.737,0.01,0.006,0.315,0.444,0.56,0.598,0.003
45877,0.728,0.01,0.006,0.337,0.434,0.555,0.601,0.003
45878,0.726,0.009,0.006,0.322,0.432,0.568,0.604,0.003
45879,0.713,0.009,0.0069999999999999,0.327,0.435,0.561,0.598,0.002
45880,0.7190000000000001,0.009,0.0069999999999999,0.331,0.431,0.564,0.557,0.002
45881,0.706,0.009,0.0069999999999999,0.3229999999999999,0.441,0.5670000000000001,0.552,0.002
45882,0.708,0.008,0.0069999999999999,0.317,0.43,0.588,0.56,0.002
45883,0.693,0.008,0.0069999999999999,0.315,0.417,0.573,0.537,0.002
45884,0.644,0.008,0.0069999999999999,0.304,0.381,0.5539999999999999,0.506,0.002
45885,0.628,0.008,0.0069999999999999,0.2769999999999999,0.371,0.541,0.497,0.002
45886,0.586,0.008,0.0069999999999999,0.253,0.355,0.525,0.47,0.002
45887,0.5589999999999999,0.008,0.0069999999999999,0.237,0.335,0.496,0.45,0.002
45888,0.536,0.01,0.0069999999999999,0.236,0.3379999999999999,0.484,0.442,0.002
45889,0.509,0.01,0.0069999999999999,0.2269999999999999,0.326,0.465,0.413,0.002
45890,0.494,0.01,0.006,0.225,0.314,0.461,0.422,0.002
45891,0.452,0.009,0.006,0.226,0.306,0.446,0.382,0.002
45892,0.435,0.01,0.0069999999999999,0.23,0.3339999999999999,0.462,0.386,0.002
45893,0.413,0.011,0.006,0.2289999999999999,0.3229999999999999,0.466,0.366,0.002
45894,0.436,0.011,0.0069999999999999,0.256,0.357,0.523,0.376,0.002
45895,0.447,0.01,0.0069999999999999,0.251,0.349,0.511,0.368,0.002
45896,0.473,0.008,0.0069999999999999,0.266,0.37,0.536,0.373,0.002
45897,0.447,0.008,0.0069999999999999,0.259,0.36,0.511,0.35,0.002
45898,0.481,0.009,0.008,0.267,0.372,0.5489999999999999,0.373,0.002
45899,0.456,0.0069999999999999,0.008,0.253,0.3429999999999999,0.494,0.3339999999999999,0.002
45900,0.476,0.0069999999999999,0.008,0.2769999999999999,0.35,0.521,0.363,0.002
45901,0.445,0.006,0.008,0.2689999999999999,0.345,0.526,0.347,0.002
45902,0.447,0.0069999999999999,0.008,0.276,0.358,0.521,0.364,0.002
45903,0.4479999999999999,0.0069999999999999,0.008,0.262,0.345,0.5,0.352,0.002
45904,0.4270000000000001,0.008,0.006,0.267,0.337,0.489,0.3379999999999999,0.002
45905,0.409,0.008,0.0069999999999999,0.293,0.3339999999999999,0.504,0.3379999999999999,0.002
45906,0.402,0.008,0.0069999999999999,0.282,0.326,0.483,0.321,0.002
45907,0.428,0.008,0.027,0.2789999999999999,0.336,0.501,0.33,0.002
45908,0.411,0.009,0.025,0.286,0.34,0.503,0.345,0.002
45909,0.395,0.008,0.026,0.285,0.344,0.509,0.336,0.002
45910,0.395,0.0069999999999999,0.024,0.28,0.3379999999999999,0.478,0.337,0.002
45911,0.364,0.0069999999999999,0.026,0.247,0.319,0.4379999999999999,0.325,0.002
45912,0.361,0.0069999999999999,0.022,0.256,0.311,0.449,0.317,0.002
45913,0.364,0.006,0.025,0.255,0.322,0.4579999999999999,0.314,0.002
45914,0.369,0.006,0.025,0.265,0.336,0.4589999999999999,0.313,0.001
45915,0.331,0.005,0.025,0.235,0.301,0.439,0.292,0.002
45916,0.357,0.006,0.024,0.255,0.3229999999999999,0.476,0.309,0.002
45917,0.3279999999999999,0.006,0.023,0.245,0.307,0.447,0.283,0.002
45918,0.327,0.0069999999999999,0.006,0.237,0.301,0.45,0.2689999999999999,0.002
45919,0.3389999999999999,0.006,0.006,0.251,0.311,0.488,0.278,0.002
45920,0.324,0.006,0.006,0.251,0.32,0.472,0.275,0.002
45921,0.335,0.0069999999999999,0.006,0.273,0.3329999999999999,0.498,0.283,0.002
45922,0.317,0.006,0.0069999999999999,0.266,0.319,0.493,0.271,0.002
45923,0.352,0.0069999999999999,0.0069999999999999,0.2769999999999999,0.352,0.512,0.286,0.002
45924,0.3229999999999999,0.0069999999999999,0.0069999999999999,0.251,0.319,0.479,0.275,0.002
45925,0.355,0.0069999999999999,0.0069999999999999,0.273,0.344,0.51,0.29,0.002
45926,0.34,0.0069999999999999,0.0069999999999999,0.261,0.3389999999999999,0.518,0.266,0.002
45927,0.351,0.009,0.0069999999999999,0.2739999999999999,0.342,0.511,0.266,0.002
45928,0.357,0.005,0.008,0.29,0.3829999999999999,0.547,0.284,0.002
45929,0.361,0.006,0.008,0.295,0.386,0.5529999999999999,0.283,0.002
45930,0.357,0.01,0.008,0.286,0.422,0.535,0.29,0.002
45931,0.377,0.011,0.008,0.292,0.419,0.5529999999999999,0.302,0.002
45932,0.36,0.011,0.0069999999999999,0.276,0.4,0.536,0.286,0.002
45933,0.36,0.011,0.025,0.285,0.397,0.532,0.294,0.002
45934,0.362,0.008,0.024,0.2769999999999999,0.391,0.525,0.291,0.002
45935,0.351,0.008,0.025,0.273,0.37,0.483,0.278,0.002
45936,0.369,0.008,0.023,0.268,0.357,0.485,0.293,0.002
45937,0.371,0.008,0.024,0.262,0.359,0.466,0.291,0.002
45938,0.353,0.0069999999999999,0.024,0.242,0.327,0.451,0.289,0.002
45939,0.356,0.0069999999999999,0.023,0.2269999999999999,0.303,0.423,0.287,0.002
45940,0.344,0.006,0.023,0.235,0.282,0.423,0.304,0.002
45941,0.324,0.006,0.023,0.233,0.272,0.42,0.283,0.002
45942,0.34,0.006,0.022,0.255,0.303,0.457,0.308,0.002
45943,0.314,0.006,0.006,0.225,0.298,0.433,0.276,0.002
45944,0.3379999999999999,0.006,0.0069999999999999,0.242,0.308,0.451,0.286,0.002
45945,0.3429999999999999,0.006,0.0069999999999999,0.255,0.319,0.467,0.283,0.002
45946,0.3289999999999999,0.003,0.0069999999999999,0.242,0.321,0.477,0.258,0.002
45947,0.37,0.004,0.008,0.258,0.357,0.519,0.288,0.002
45948,0.3389999999999999,0.004,0.0069999999999999,0.253,0.346,0.504,0.2739999999999999,0.002
45949,0.4039999999999999,0.004,0.008,0.2769999999999999,0.3979999999999999,0.561,0.325,0.002
45950,0.391,0.004,0.008,0.273,0.39,0.534,0.312,0.002
45951,0.4270000000000001,0.004,0.008,0.287,0.4,0.5770000000000001,0.3339999999999999,0.002
45952,0.396,0.004,0.008,0.282,0.3929999999999999,0.5579999999999999,0.319,0.002
45953,0.418,0.005,0.008,0.305,0.414,0.598,0.357,0.002
45954,0.419,0.005,0.0069999999999999,0.321,0.43,0.603,0.3389999999999999,0.002
45955,0.415,0.005,0.008,0.3389999999999999,0.431,0.594,0.352,0.002
45956,0.423,0.005,0.008,0.342,0.424,0.597,0.364,0.002
45957,0.409,0.004,0.008,0.346,0.426,0.601,0.349,0.002
45958,0.391,0.004,0.008,0.322,0.405,0.568,0.316,0.002
45959,0.371,0.004,0.008,0.298,0.4529999999999999,0.595,0.301,0.002
45960,0.385,0.005,0.008,0.304,0.457,0.583,0.315,0.002
45961,0.369,0.005,0.008,0.288,0.4479999999999999,0.583,0.304,0.002
45962,0.391,0.005,0.008,0.314,0.478,0.609,0.3339999999999999,0.002
45963,0.375,0.004,0.0069999999999999,0.288,0.428,0.562,0.3,0.002
45964,0.3979999999999999,0.004,0.008,0.303,0.4589999999999999,0.565,0.307,0.002
45965,0.3670000000000001,0.003,0.0069999999999999,0.289,0.433,0.5329999999999999,0.285,0.002
45966,0.3929999999999999,0.003,0.0069999999999999,0.304,0.446,0.563,0.337,0.002
45967,0.373,0.003,0.008,0.298,0.435,0.556,0.308,0.002
45968,0.407,0.002,0.0069999999999999,0.31,0.45,0.583,0.332,0.002
45969,0.3670000000000001,0.003,0.0069999999999999,0.2789999999999999,0.406,0.5539999999999999,0.3,0.002
45970,0.3929999999999999,0.003,0.0069999999999999,0.28,0.415,0.55,0.321,0.002
45971,0.387,0.004,0.008,0.3,0.413,0.539,0.303,0.002
45972,0.395,0.005,0.0069999999999999,0.318,0.401,0.569,0.314,0.003
45973,0.39,0.005,0.008,0.32,0.4029999999999999,0.574,0.314,0.003
45974,0.386,0.005,0.008,0.322,0.408,0.596,0.296,0.003
45975,0.426,0.004,0.008,0.3429999999999999,0.423,0.626,0.3329999999999999,0.003
45976,0.392,0.005,0.008,0.322,0.392,0.5870000000000001,0.295,0.002
45977,0.387,0.005,0.009,0.3329999999999999,0.397,0.599,0.3279999999999999,0.002
45978,0.3929999999999999,0.0069999999999999,0.008,0.3329999999999999,0.39,0.586,0.3289999999999999,0.002
45979,0.379,0.006,0.009,0.335,0.386,0.586,0.301,0.002
45980,0.401,0.006,0.008,0.355,0.4,0.61,0.32,0.002
45981,0.379,0.006,0.008,0.33,0.3829999999999999,0.585,0.308,0.002
45982,0.358,0.0069999999999999,0.008,0.3339999999999999,0.414,0.599,0.287,0.003
45983,0.366,0.006,0.009,0.322,0.426,0.607,0.293,0.003
45984,0.355,0.006,0.008,0.308,0.401,0.5720000000000001,0.2689999999999999,0.003
45985,0.342,0.006,0.008,0.303,0.3989999999999999,0.562,0.282,0.003
45986,0.34,0.006,0.009,0.312,0.414,0.596,0.288,0.003
45987,0.337,0.006,0.009,0.307,0.408,0.583,0.265,0.003
45988,0.353,0.006,0.009,0.304,0.415,0.603,0.285,0.003
45989,0.369,0.005,0.009,0.309,0.416,0.61,0.27,0.003
45990,0.349,0.005,0.009,0.301,0.396,0.583,0.271,0.002
45991,0.377,0.005,0.01,0.324,0.433,0.63,0.2769999999999999,0.003
45992,0.34,0.005,0.009,0.312,0.406,0.608,0.267,0.003
45993,0.341,0.005,0.01,0.314,0.417,0.617,0.272,0.002
45994,0.365,0.006,0.01,0.347,0.465,0.6609999999999999,0.29,0.002
45995,0.345,0.005,0.01,0.342,0.445,0.653,0.278,0.002
45996,0.368,0.006,0.01,0.36,0.467,0.685,0.283,0.002
45997,0.397,0.006,0.008,0.377,0.494,0.6809999999999999,0.306,0.003
45998,0.401,0.006,0.008,0.37,0.486,0.6609999999999999,0.318,0.003
45999,0.374,0.005,0.008,0.372,0.467,0.649,0.307,0.003
46000,0.354,0.005,0.0069999999999999,0.346,0.442,0.619,0.2789999999999999,0.003
46001,0.357,0.006,0.008,0.347,0.449,0.622,0.293,0.003
46002,0.366,0.006,0.008,0.361,0.473,0.645,0.324,0.003
46003,0.4,0.006,0.008,0.36,0.473,0.642,0.3389999999999999,0.003
46004,0.371,0.006,0.008,0.353,0.4639999999999999,0.632,0.308,0.003
46005,0.405,0.0069999999999999,0.008,0.367,0.484,0.6509999999999999,0.3389999999999999,0.003
46006,0.377,0.0069999999999999,0.008,0.347,0.4529999999999999,0.607,0.303,0.003
46007,0.384,0.0069999999999999,0.008,0.347,0.456,0.642,0.324,0.003
